"id","addtime","schoolname","nianfen","degreetype","specname","speccode","departname","totalscore","politics","english","specialone","specialtwo","specremark"
"2743","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","马克思主义哲学","010101","哲学学院","333","47","47","71","71","（01）当代中国马克思主义哲学"
"2744","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","马克思主义哲学","010101","哲学学院","333","47","47","71","71","（02）马克思主义哲学原理"
"2745","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","马克思主义哲学","010101","哲学学院","333","47","47","71","71","（03）马克思主义科技观与当代中国社会发展"
"2746","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国哲学","010102","哲学学院","333","47","47","71","71","（01）儒家哲学"
"2747","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国哲学","010102","哲学学院","333","47","47","71","71","（02）道家哲学"
"2748","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国哲学","010102","哲学学院","333","47","47","71","71","（03）中国近现代哲学"
"2749","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","外国哲学","010103","哲学学院","333","47","47","71","71","（01）西方哲学史"
"2750","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","外国哲学","010103","哲学学院","333","47","47","71","71","（02）当代西方实践哲学"
"2751","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","外国哲学","010103","哲学学院","333","47","47","71","71","（03）中西哲学比较"
"2752","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","逻辑学","010104","哲学学院","333","47","47","71","71","（01）因明史与因明文献研究"
"2753","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","逻辑学","010104","哲学学院","333","47","47","71","71","（02）因明学研究"
"2754","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","逻辑学","010104","哲学学院","333","47","47","71","71","（03）因明学与西方逻辑比较"
"2755","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","伦理学","010105","哲学学院","333","47","47","71","71","（01）中国传统伦理思想与现代化"
"2756","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","伦理学","010105","哲学学院","333","47","47","71","71","（02）伦理学原理与应用伦理学"
"2757","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","伦理学","010105","哲学学院","333","47","47","71","71","（03）西方伦理思想"
"2758","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","伦理学","010105","哲学学院","333","47","47","71","71","（04）中西宗教伦理思想研究"
"2759","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","宗教学","010107","哲学学院","351","47","47","71","71","（03）佛教中国化及宗教交融研究"
"2760","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","宗教学","010107","哲学学院","351","47","47","71","71",""
"2761","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族哲学","0101Z1","哲学学院","333","47","47","71","71","（01）儒学与少数民族哲学"
"2762","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族哲学","0101Z1","哲学学院","333","47","47","71","71","（02）中华民族共同体意识研究"
"2763","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族哲学","0101Z1","哲学学院","333","47","47","71","71","（03）藏羌彝走廊民族哲学与文化研究"
"2764","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","哲学","01","不区分院系","333","47","47","71","71",""
"2765","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","理论经济学","020100","经济学院","338","47","47","71","71","（01）政治经济学"
"2766","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","理论经济学","020100","经济学院","338","47","47","71","71","（02）人口、资源与环境经济学"
"2767","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","理论经济学","020100","经济学院","338","47","47","71","71","（03）西方经济学"
"2768","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","理论经济学","020100","经济学院","338","47","47","71","71","（04）世界经济"
"2769","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","应用经济学","020200","经济学院","338","47","47","71","71","（01）金融与财政"
"2770","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","应用经济学","020200","经济学院","338","47","47","71","71","（02）区域经济"
"2771","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","应用经济学","020200","经济学院","338","47","47","71","71","（03）产业经济"
"2772","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","应用经济学","020200","经济学院","338","47","47","71","71","（04）数量经济"
"2773","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","应用经济学","020200","经济学院","338","47","47","71","71","（05）劳动经济"
"2774","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","应用经济学","020200","经济学院","338","47","47","71","71","（06）国际贸易"
"2775","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","金融","025100","经济学院","338","47","47","71","71","（01）区域金融与普惠金融"
"2776","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","金融","025100","经济学院","338","47","47","71","71","（02）金融科技"
"2777","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","金融","025100","经济学院","338","47","47","71","71","（03）资本市场与金融机构"
"2778","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","金融","025100","经济学院","338","47","47","71","71","（04）公司金融与股权投资"
"2779","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","国际商务","025400","经济学院","338","47","47","71","71","（01）国际贸易政策与实务"
"2780","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","国际商务","025400","经济学院","338","47","47","71","71","（02）国际投资与跨国经营"
"2781","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","国际商务","025400","经济学院","338","47","47","71","71","（03）国际服务贸易与服务外包"
"2782","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","保险","025500","经济学院","338","47","47","71","71","（01）社会保险实践"
"2783","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","保险","025500","经济学院","338","47","47","71","71","（02）商业保险实践"
"2784","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","保险","025500","经济学院","338","47","47","71","71","（03）企业风险管理与保险规划"
"2785","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","经济学","02","不区分院系","338","47","47","71","71",""
"2786","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","法学理论","030101","法学院","331","47","47","71","71","（01）法理学"
"2787","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","法学理论","030101","法学院","331","47","47","71","71","（02）中华民族共同体法学理论"
"2788","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","法学理论","030101","法学院","331","47","47","71","71","（03）人权法学"
"2789","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","法学理论","030101","法学院","331","47","47","71","71","（04）数字法学"
"2790","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","法律史","030102","法学院","331","47","47","71","71","（01）中国传统法律文化"
"2791","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","法律史","030102","法学院","331","47","47","71","71","（02）中国民族地区法律史"
"2792","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","宪法学与行政法学","030103","法学院","331","47","47","71","71","（01）宪法学"
"2793","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","宪法学与行政法学","030103","法学院","331","47","47","71","71","（02）行政法学"
"2794","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","刑法学","030104","法学院","331","47","47","71","71","（01）中国刑法学"
"2795","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","刑法学","030104","法学院","331","47","47","71","71","（02）经济刑法学"
"2796","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","民商法学","030105","法学院","331","47","47","71","71","（01）民法学"
"2797","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","民商法学","030105","法学院","331","47","47","71","71","（02）商法学"
"2798","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","民商法学","030105","法学院","331","47","47","71","71","（03）婚姻家庭继承法学"
"2799","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","民商法学","030105","法学院","331","47","47","71","71","（04）劳动与社会保障法学"
"2800","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","诉讼法学","030106","法学院","344","47","47","71","71",""
"2801","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","诉讼法学","030106","法学院","344","47","47","71","71","（01）民事诉讼法学"
"2802","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","诉讼法学","030106","法学院","344","47","47","71","71","（02）刑事诉讼法学"
"2803","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","诉讼法学","030106","法学院","344","47","47","71","71","（03）中华民族共同体建设与民族地区纠纷解决机制"
"2804","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","诉讼法学","030106","法学院","344","47","47","71","71","（04）证据法学"
"2805","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","经济法学","030107","法学院","331","47","47","71","71","（01）劳动与社会保障法学"
"2806","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","经济法学","030107","法学院","331","47","47","71","71","（02）竞争法学"
"2807","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","经济法学","030107","法学院","331","47","47","71","71","（03）金融法学"
"2808","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","国际法学","030109","法学院","331","47","47","71","71","（01）国际公法学"
"2809","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","国际法学","030109","法学院","331","47","47","71","71","（02）东南亚法律制度"
"2810","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","社会学","030300","民族学与社会学学院、西南民族研究院","331","47","47","71","71","（01）社会学"
"2811","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","社会学","030300","民族学与社会学学院、西南民族研究院","331","47","47","71","71","（02）人类学"
"2812","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","社会学","030300","民族学与社会学学院、西南民族研究院","331","47","47","71","71","（03）民俗学"
"2813","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","民族学","030401","民族学与社会学学院、西南民族研究院","384","47","47","71","71","（01）跨文化-社会比较研究"
"2814","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","民族学","030401","民族学与社会学学院、西南民族研究院","384","47","47","71","71","（02）民族文化与旅游发展研究"
"2815","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","民族学","030401","民族学与社会学学院、西南民族研究院","384","47","47","71","71","（03）民族文化遗产研究"
"2816","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","民族学","030401","民族学与社会学学院、西南民族研究院","331","47","47","71","71","（04）云贵高原社会与文化研究"
"2817","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","民族学","030401","民族学与社会学学院、西南民族研究院","343","47","47","71","71","（05）青藏高原社会与文化研究"
"2818","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","马克思主义民族理论与政策","030402","中华民族共同体学院、中华民族共同体研究院","331","47","47","71","71","（01）传统民族观与中华民族共同体形成研究"
"2819","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","马克思主义民族理论与政策","030402","中华民族共同体学院、中华民族共同体研究院","331","47","47","71","71","（02）马克思主义民族理论中国化与民族政策研究"
"2820","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","马克思主义民族理论与政策","030402","中华民族共同体学院、中华民族共同体研究院","331","47","47","71","71","（03）民族事务治理与中华民族共同体建设"
"2821","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族经济","030403","经济学院","331","47","47","71","71","（01）民族地区区域经济"
"2822","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族经济","030403","经济学院","331","47","47","71","71","（02）民族地区旅游经济"
"2823","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族经济","030403","经济学院","331","47","47","71","71","（03）民族地区金融发展"
"2824","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族史","030404","民族学与社会学学院、西南民族研究院","331","47","47","71","71","（01）民族关系史研究"
"2825","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族史","030404","民族学与社会学学院、西南民族研究院","331","47","47","71","71","（02）西南民族口述史与文献研究"
"2826","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族史","030404","民族学与社会学学院、西南民族研究院","331","47","47","71","71","（03）西南民族历史文化研究"
"2827","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族艺术","030405","艺术学院","331","47","47","71","71","（01）中国少数民族艺术教育"
"2828","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族艺术","030405","艺术学院","331","47","47","71","71","（02）中国少数民族文学与艺术史"
"2829","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族艺术","030405","艺术学院","331","47","47","71","71","（03）中国少数民族艺术研究"
"2830","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","铸牢中华民族共同体意识研究","0304Z3","中华民族共同体学院、中华民族共同体研究院","331","47","47","71","71","（01）马克思主义民族共同体理论"
"2831","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","铸牢中华民族共同体意识研究","0304Z3","中华民族共同体学院、中华民族共同体研究院","331","47","47","71","71","（02）中华民族史"
"2832","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","铸牢中华民族共同体意识研究","0304Z3","中华民族共同体学院、中华民族共同体研究院","331","47","47","71","71","（03）各民族交往交流交融理论与实践"
"2833","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","铸牢中华民族共同体意识研究","0304Z3","中华民族共同体学院、中华民族共同体研究院","331","47","47","71","71","（04）中华民族共有精神家园理论与实践"
"2834","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","铸牢中华民族共同体意识研究","0304Z3","中华民族共同体学院、中华民族共同体研究院","331","47","47","71","71","（05）民族事务治理体系与治理能力现代化理论与实践"
"2835","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","马克思主义理论","030500","马克思主义学院","364","47","47","71","71",""
"2836","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","马克思主义理论","030500","马克思主义学院","364","47","47","71","71","（01）马克思主义基本原理"
"2837","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","马克思主义理论","030500","马克思主义学院","364","47","47","71","71","（02）马克思主义中国化研究"
"2838","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","马克思主义理论","030500","马克思主义学院","364","47","47","71","71","（03）思想政治教育"
"2839","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","法律（非法学）","035101","法学院","331","47","47","71","71","（00）不区分研究方向"
"2840","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","法律（法学）","035102","法学院","331","47","47","71","71","（00）不区分研究方向"
"2841","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","社会工作","035200","民族学与社会学学院、西南民族研究院","331","47","47","71","71","（01）民族社会工作"
"2842","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","社会工作","035200","民族学与社会学学院、西南民族研究院","331","47","47","71","71","（02）城乡社区治理"
"2843","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","社会工作","035200","民族学与社会学学院、西南民族研究院","331","47","47","71","71","（03）社会组织管理"
"2844","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","法学","03","不区分院系","331","47","47","71","71",""
"2845","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","教育管理","045101","教育学与心理学学院","350","51","51","77","77",""
"2846","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","教育管理","045101","教育学与心理学学院","350","51","51","77","77","（00）不区分研究方向"
"2847","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","学科教学（思政）","045102","马克思主义学院","368","51","51","77","77",""
"2848","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","学科教学（思政）","045102","马克思主义学院","368","51","51","77","77","（00）不区分研究方向"
"2849","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","体育教学","045201","体育学院","367","41","41","123","0",""
"2850","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","体育教学","045201","体育学院","367","41","41","123","0","（00）不区分研究方向"
"2851","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","应用心理","045400","教育学与心理学学院","369","51","51","153","0",""
"2852","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","应用心理","045400","教育学与心理学学院","369","51","51","153","0","（01）心理健康教育"
"2853","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","应用心理","045400","教育学与心理学学院","369","51","51","153","0","（02）心理咨询"
"2854","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","文艺学","050101","中国语言文学学院","365","55","55","83","83","（01）中国文化与文论"
"2855","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","文艺学","050101","中国语言文学学院","365","55","55","83","83","（02）西方文化与文论"
"2856","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","文艺学","050101","中国语言文学学院","365","55","55","83","83","（03）中外比较文论"
"2857","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","文艺学","050101","中国语言文学学院","365","55","55","83","83","（04）文艺与传媒"
"2858","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","文艺学","050101","中国语言文学学院","365","55","55","83","83","（05）多民族文学理论"
"2859","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","语言学及应用语言学","050102","中国语言文学学院","365","55","55","83","83","（01）对外汉语教学"
"2860","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","语言学及应用语言学","050102","中国语言文学学院","365","55","55","83","83","（02）濒危语言研究与语言资源库建设"
"2861","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","语言学及应用语言学","050102","中国语言文学学院","365","55","55","83","83","（03）理论语言学"
"2862","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","语言学及应用语言学","050102","中国语言文学学院","365","55","55","83","83","（04）社会语言学及方言学"
"2863","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","汉语言文字学","050103","中国语言文学学院","365","55","55","83","83","（01）文字学"
"2864","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","汉语言文字学","050103","中国语言文学学院","365","55","55","83","83","（02）汉语史"
"2865","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","汉语言文字学","050103","中国语言文学学院","365","55","55","83","83","（03）语文辞书史及编纂研究"
"2866","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","汉语言文字学","050103","中国语言文学学院","365","55","55","83","83","（04）汉语规范与应用研究"
"2867","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","汉语言文字学","050103","中国语言文学学院","365","55","55","83","83","（05）汉语与民族语言比较应用研究"
"2868","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国古典文献学","050104","中国语言文学学院","365","55","55","83","83","（01）中国古典文献与传统文化"
"2869","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国古典文献学","050104","中国语言文学学院","365","55","55","83","83","（02）中国古典文学文献"
"2870","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国古典文献学","050104","中国语言文学学院","365","55","55","83","83","（03）民族古籍与文化遗产保护"
"2871","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国古代文学","050105","中国语言文学学院","365","55","55","83","83","（01）先秦两汉文学"
"2872","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国古代文学","050105","中国语言文学学院","365","55","55","83","83","（02）汉唐文学"
"2873","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国古代文学","050105","中国语言文学学院","365","55","55","83","83","（03）元明清文学"
"2874","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国古代文学","050105","中国语言文学学院","365","55","55","83","83","（04）古代文论"
"2875","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国古代文学","050105","中国语言文学学院","365","55","55","83","83","（05）汉语文献与古代民族文学"
"2876","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国现当代文学","050106","中国语言文学学院","365","55","55","83","83","（01）中国现代文学"
"2877","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国现当代文学","050106","中国语言文学学院","365","55","55","83","83","（02）中国当代文学"
"2878","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国现当代文学","050106","中国语言文学学院","365","55","55","83","83","（03）中国少数民族文学"
"2879","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族语言文学","050107","中国语言文学学院","365","55","55","83","83","（01）藏语言文学"
"2880","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族语言文学","050107","中国语言文学学院","365","55","55","83","83","（02）彝语言文学"
"2881","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族语言文学","050107","中国语言文学学院","365","55","55","83","83","（03）民族语言文字信息处理"
"2882","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","比较文学与世界文学","050108","中国语言文学学院","365","55","55","83","83","（01）中外文学比较"
"2883","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","比较文学与世界文学","050108","中国语言文学学院","365","55","55","83","83","（02）中国多民族文学比较"
"2884","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","比较文学与世界文学","050108","中国语言文学学院","365","55","55","83","83","（03）世界文学"
"2885","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","比较文学与世界文学","050108","中国语言文学学院","365","55","55","83","83","（04）文学人类学"
"2886","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国少数民族文献学","0501J1","中国语言文学学院","365","55","55","83","83","（00）不区分研究方向"
"2887","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","文学人类学与美学","0501J2","中国语言文学学院","365","55","55","83","83","（01）文学人类学"
"2888","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","文学人类学与美学","0501J2","中国语言文学学院","365","55","55","83","83","（02）审美人类学"
"2889","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","文学人类学与美学","0501J2","中国语言文学学院","365","55","55","83","83","（03）多民族文艺美学"
"2890","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","民族文学与新闻传播学","0501Z1","新闻传播学院","365","55","55","83","83","（01）融合新闻学"
"2891","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","民族文学与新闻传播学","0501Z1","新闻传播学院","365","55","55","83","83","（02）新媒体（全媒体）研究"
"2892","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","民族文学与新闻传播学","0501Z1","新闻传播学院","365","55","55","83","83","（03）中华文化与中华民族共同体意识传播"
"2893","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","英语语言文学","050201","外国语言文学学院","365","55","55","83","83","（01）英美文学"
"2894","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","英语语言文学","050201","外国语言文学学院","365","55","55","83","83","（02）翻译学"
"2895","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","日语语言文学","050205","外国语言文学学院","365","55","55","83","83","（01）日本语言文学（含中日比较文学）"
"2896","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","日语语言文学","050205","外国语言文学学院","365","55","55","83","83","（02）日本历史文化研究"
"2897","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","外国语言学及应用语言学","050211","外国语言文学学院","365","55","55","83","83","（01）英语语言研究"
"2898","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","外国语言学及应用语言学","050211","外国语言文学学院","365","55","55","83","83","（02）外语教学理论与实践"
"2899","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","英语笔译","055101","外国语言文学学院","365","55","55","83","83","（00）不区分研究方向"
"2900","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","英语口译","055102","外国语言文学学院","365","55","55","83","83","（00）不区分研究方向"
"2901","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","日语笔译","055105","外国语言文学学院","365","55","55","83","83","（00）不区分研究方向"
"2902","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","法语笔译","055107","外国语言文学学院","365","55","55","83","83","（00）不区分研究方向"
"2903","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","朝鲜语笔译","055111","外国语言文学学院","365","55","55","83","83","（00）不区分研究方向"
"2904","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","新闻与传播","055200","新闻传播学院","365","55","55","83","83","（01）新闻实务"
"2905","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","新闻与传播","055200","新闻传播学院","365","55","55","83","83","（02）融媒体传播"
"2906","2025-04-13 15:00:06","西南民族大学","2024","专业型硕士","新闻与传播","055200","新闻传播学院","365","55","55","83","83","（03）民族影像与文化创意"
"2907","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","文学","05","不区分院系","365","55","55","83","83",""
"2908","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","考古学","060100","旅游与历史文化学院","345","49","49","147","0","（01）断代考古"
"2909","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","考古学","060100","旅游与历史文化学院","345","49","49","147","0","（02）文化遗产保护与博物馆学"
"2910","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","考古学","060100","旅游与历史文化学院","345","49","49","147","0","（03）专门考古"
"2911","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国史","060200","旅游与历史文化学院","345","49","49","147","0","（01）中国古代史"
"2912","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国史","060200","旅游与历史文化学院","345","49","49","147","0","（02）中国近现代史"
"2913","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国史","060200","旅游与历史文化学院","345","49","49","147","0","（03）专门史"
"2914","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","中国史","060200","旅游与历史文化学院","345","49","49","147","0","（04）历史文献学"
"2915","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","历史学","06","不区分院系","345","49","49","147","0",""
"2916","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","分析化学","070302","化学与环境学院","288","41","41","62","62","（01）光谱分析"
"2917","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","分析化学","070302","化学与环境学院","288","41","41","62","62","（02）电化学分析与传感"
"2918","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","分析化学","070302","化学与环境学院","288","41","41","62","62","（03）环境分析化学"
"2919","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","有机化学","070303","化学与环境学院","313","41","41","62","62",""
"2920","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","有机化学","070303","化学与环境学院","313","41","41","62","62","（01）有机合成方法学"
"2921","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","有机化学","070303","化学与环境学院","313","41","41","62","62","（02）功能有机分子的设计与合成"
"2922","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","有机化学","070303","化学与环境学院","313","41","41","62","62","（03）生物有机化学"
"2923","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","物理化学","070304","化学与环境学院","288","41","41","62","62","（01）新能源材料与器件"
"2924","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","物理化学","070304","化学与环境学院","288","41","41","62","62","（02）表面催化与新材料"
"2925","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","物理化学","070304","化学与环境学院","288","41","41","62","62","（03）理论计算化学"
"2926","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","高分子化学与物理","070305","化学与环境学院","288","41","41","62","62","（01）天然高分子及环境友好高分子"
"2927","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","高分子化学与物理","070305","化学与环境学院","288","41","41","62","62","（02）功能高分子"
"2928","2025-04-13 15:00:06","西南民族大学","2024","学术型硕士","生物学","071000","青藏高原研究院","288","41","41","62","62","（01）遗传学"
